horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2020100567,エムティヒビキ,2026/03/24,水沢,晴,2.0,C2三組,9,1.0,1,117.9,9.0,9,小林凌,52.0,ダ,1400.0,良,94.8,2.2,9-9-9-9,41.6,416.0,-2.0,ヒャクメガショック,
2020100567,エムティヒビキ,2026/03/17,水沢,曇,3.0,C2二組,7,3.0,3,97.3,7.0,7,斉藤友香,52.0,ダ,1400.0,良,95.6,3.3,7-7-7-7,42.3,418.0,-2.0,ゴールデンレディー,
2020100567,エムティヒビキ,2026/03/10,水沢,晴,4.0,C2一組,11,3.0,3,29.1,9.0,9,斉藤友香,52.0,ダ,1400.0,稍,93.7,2.0,8-8-9-10,41.7,420.0,-5.0,クラキンカ,
2020100567,エムティヒビキ,2025/12/30,水沢,曇,8.0,C1四組,12,7.0,10,34.5,8.0,6,鈴木祐,56.0,ダ,1400.0,重,90.4,1.4,6-6-6-6,39.7,425.0,1.0,キッスミーアイ,
2020100567,エムティヒビキ,2025/12/14,水沢,曇,8.0,C1,12,5.0,6,42.8,10.0,5,鈴木祐,56.0,ダ,1400.0,不,92.2,0.8,9-9-9-8,40.2,424.0,-1.0,クラキンカ,3.5
2020100567,エムティヒビキ,2025/11/30,水沢,小雨,9.0,C1,12,5.0,5,14.3,4.0,3,鈴木祐,56.0,ダ,1400.0,稍,92.1,1.1,7-6-6-5,41.0,425.0,-2.0,ビップアリエル,10.0
2020100567,エムティヒビキ,2025/11/16,盛岡,晴,8.0,C1,11,3.0,3,99.4,9.0,11,小林凌,56.0,ダ,1400.0,良,89.8,2.1,8-8,39.7,427.0,1.0,コヴェナント,
2020100567,エムティヒビキ,2025/11/01,盛岡,曇,9.0,C1,11,6.0,7,384.3,11.0,11,高橋悠里,56.0,ダ,1400.0,不,88.8,2.9,11-11,39.1,426.0,1.0,マナホクラニ,
2020100567,エムティヒビキ,2025/10/21,盛岡,曇,6.0,C1三組,12,5.0,5,264.9,11.0,11,高橋悠里,56.0,ダ,1600.0,稍,102.8,3.6,1-4,42.0,425.0,8.0,アドマイヤルプス,
2020100567,エムティヒビキ,2025/10/05,水沢,曇,9.0,C1五組,11,1.0,1,127.8,10.0,9,高橋悠里,56.0,ダ,1400.0,稍,92.9,3.5,10-9-11-11,41.4,417.0,-3.0,エコロジェイド,
