horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2023105556,ラブミーカンヌ,2026/03/27,大井,晴,1,3歳一二三(3歳二),9,1,1,104.3,9.0,9,藤本現暉,54.0,ダ,1600.0,不,105.6,5.0,4-3-7-8,43.1,506.0,-2.0,ベイビーザロック,
2023105556,ラブミーカンヌ,2026/03/12,大井,晴,3,3歳四五六(3歳五),9,4,4,8.8,2.0,4,達城龍次,54.0,ダ,1600.0,良,104.4,1.3,3-3-3-4,40.8,508.0,5.0,タイセツレーヴ,42.0
2023105556,ラブミーカンヌ,2026/01/30,大井,晴,2,3歳一二三(3歳二),9,5,5,82.0,7.0,9,野畑凌,54.0,ダ,1600.0,良,106.2,3.0,6-6-6-6,41.7,503.0,-1.0,エクセレンティ,
2023105556,ラブミーカンヌ,2026/01/14,大井,晴,4,目黒川賞(3歳),13,4,4,8.5,6.0,2,野畑凌,54.0,ダ,1600.0,良,105.2,0.2,1-1-1-1,40.6,504.0,-3.0,オーヴァザトラブル,112.0
2023105556,ラブミーカンヌ,2025/12/08,水沢,小雨,6,2歳,8,6,6,17.5,4.0,7,塚本涼人,54.0,ダ,1400.0,不,89.8,1.7,7-8-6-8,39.0,507.0,0.0,シラカミインパルス,
2023105556,ラブミーカンヌ,2025/11/25,水沢,曇,7,2歳,11,6,6,2.4,1.0,6,塚本涼人,54.0,ダ,1600.0,稍,106.5,1.3,3-3-3-4,41.9,507.0,1.0,モカットモネ,
2023105556,ラブミーカンヌ,2025/11/10,盛岡,曇,5,2歳,11,6,6,1.3,1.0,3,塚本涼人,54.0,ダ,1400.0,稍,87.5,0.2,3-3,39.7,506.0,-2.0,ブライオン,14.1
2023105556,ラブミーカンヌ,2025/10/02,門別,晴,4,2歳3組,8,7,7,5.7,3.0,1,西啓太,55.0,ダ,1200.0,稍,75.5,-0.2,2-1,39.0,508.0,4.0,(ティーズセラフ),60.0
2023105556,ラブミーカンヌ,2025/09/09,門別,曇,5,2歳3組,7,1,1,4.4,3.0,4,岩橋勇二,55.0,ダ,1600.0,稍,107.9,1.7,4-4-3-4,41.9,504.0,4.0,ハヤマデイズ,8.4
2023105556,ラブミーカンヌ,2025/08/21,門別,晴,1,2歳未勝利(未勝利),11,8,11,2.7,1.0,1,岩橋勇二,55.0,ダ,1600.0,稍,107.3,0.0,4-3-4-1,41.5,500.0,-6.0,(ファーマドール),50.0
2023105556,ラブミーカンヌ,2025/08/07,門別,曇,1,2歳未勝利(未勝利),10,2,2,2.4,2.0,3,岩橋勇二,55.0,ダ,1500.0,稍,101.7,1.4,1-1-1-2,43.5,506.0,-2.0,タイトノット,10.5
2023105556,ラブミーカンヌ,2025/07/17,門別,曇,1,2歳未勝利(未勝利),9,6,6,9.2,2.0,5,岩橋勇二,55.0,ダ,1700.0,稍,115.9,0.9,1-1-1-2,42.8,508.0,-4.0,フークアルバトロス,3.5
