horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2023101773,エガリテアリエル,2025/12/11,船橋,晴,2,2歳29P,12,6,8,3.8,1.0,2,西村栄喜,54.0,ダ,1200.0,良,77.5,1.1,10-6-5,39.7,441.0,-14.0,リュウノレガシー,80.0
2023101773,エガリテアリエル,2025/11/07,船橋,晴,4,ユーカリデビュー(2歳),8,8,8,156.5,8.0,5,西村栄喜,54.0,ダ,1200.0,良,77.9,2.2,8-8-8,39.6,455.0,0.0,グリオット,41.0
2023103871,カミイダイヤモンド,2026/03/10,船橋,晴,2,3歳七,8,6,6,108.4,8.0,8,椿聡太,53.0,ダ,1200.0,稍,80.3,2.1,6-7-8,41.8,475.0,8.0,トリケトラ,
2023103871,カミイダイヤモンド,2026/02/12,船橋,晴,2,3歳八,12,7,10,457.1,12.0,12,所蛍,54.0,ダ,1200.0,良,80.5,2.6,9-12-12,41.2,467.0,-12.0,ココアリスタ,
2023103871,カミイダイヤモンド,2026/01/21,船橋,曇,1,3歳六,10,2,2,101.0,8.0,10,町田直希,56.0,ダ,1200.0,良,79.8,2.8,9-10-10,39.5,479.0,-4.0,キャプテンデューク,
2023103871,カミイダイヤモンド,2025/12/10,船橋,晴,2,光芒一閃スプリント(2歳),9,7,8,237.2,8.0,9,所蛍,53.0,ダ,1200.0,良,79.8,3.3,8-9-9,40.9,483.0,2.0,セザンバトラー,
2023103871,カミイダイヤモンド,2025/08/28,船橋,晴,2,2歳五,8,1,1,41.6,7.0,3,所蛍,52.0,ダ,1200.0,良,79.1,1.2,5-6-6,39.6,481.0,1.0,イナビカリ,52.5
2023103871,カミイダイヤモンド,2025/07/30,船橋,晴,2,2歳三,9,8,9,133.2,9.0,8,所蛍,52.0,ダ,1200.0,良,80.2,2.8,7-8-8,41.6,480.0,1.0,ストゥディア,
2023103871,カミイダイヤモンド,2025/07/05,船橋,晴,4,リアトリスデビュー(2歳),7,7,7,57.5,7.0,5,所蛍,52.0,ダ,1200.0,良,79.6,4.1,7-7-6,42.0,479.0,0.0,ハセノガイセン,41.0
2023106512,ターンイットアップ,2026/03/11,船橋,晴,1,3歳九,11,8,11,44.9,8.0,2,川島正太,56.0,ダ,1200.0,良,78.9,1.9,5-5-3,41.0,483.0,-5.0,ワンダージャーニー,80.0
